"","from","to","x2","var0","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","atividade","acesso","acesso_positivo","acesso_negativo","confianca","acessoeconfianca","total","neg_x2","neg_var0","neg_var1","neg_var2","neg_var3","neg_var4","neg_var5","neg_var6","neg_var7","neg_var8","neg_var9","neg_var10","neg_var11","neg_var12","neg_var13","neg_var14","neg_var15","neg_var16","neg_var17","neg_var18","neg_var19","neg_var20","neg_var21","neg_var22","neg_var23","neg_var24","neg_atividade","neg_acesso","neg_acesso_positivo","neg_acesso_negativo","neg_confianca","neg_acessoeconfianca","neg_total","weight","full_no_zero","equalone"
"465","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Primeira Tradição",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"466","CRAS_AS_ CRAS Leste São Benedito","AJU_MUT_ Grupo A.A. Primeira Tradição",1,0,1,0,0,0,0,0,2,1,1,3,1,1,3,1,2,3,3,3,2,3,3,3,3,3,1,18,12,6,23,41,42,1,0,1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,1,-3,-2,6,7,4,5,1,1,1
"467","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A Primeiro Passo",1,0,1,0,0,0,0,0,3,3,3,3,1,3,1,1,1,3,3,2,3,3,3,3,3,3,1,22,17,5,23,45,46,1,0,1,0,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,7,5,7,14,15,1,1,1
"468","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A Primeiro Passo",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"469","CRAS_AS_ CRAS Oeste São Pedro","AJU_MUT_ Grupo A.A Primeiro Passo",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,24,19,5,24,48,49,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,5,8,17,18,1,1,1
"470","UAP_URB_ São Pedro","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,1,1,1,1,0,0,0,2,2,3,2,2,2,1,3,1,3,3,3,2,3,3,3,3,3,3,21,14,7,23,44,47,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,0,1,1,1,1,1,3,2,4,7,7,9,12,1,1,1
"471","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,2,3,3,3,3,3,3,1,24,19,5,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9,9,5,7,16,17,1,1,1
"472","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"473","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"474","CRAS_AS_ CRAS Oeste São Pedro","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,1,24,19,5,24,48,49,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,5,8,17,18,1,1,1
"475","CRE_SOC_ CREAS População de Rua (CentroPop)","AJU_MUT_ Grupo A.A. Estrela do Oriente",1,0,0,0,0,1,0,0,3,3,3,3,3,3,1,1,1,3,2,3,3,3,3,2,3,3,1,24,19,5,22,46,47,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,9,9,5,6,15,16,1,1,1
"476","UAP_URB_ São Pedro","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,0,0,0,2,2,3,2,2,2,1,3,1,3,3,3,2,3,3,3,3,3,3,21,14,7,23,44,47,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,0,1,1,1,1,1,3,2,4,7,7,9,12,1,1,1
"477","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"478","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"479","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"480","AJU_MUT_ Grupo de Amor Exigente Linhares","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"481","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,1,0,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,5,24,19,5,24,48,53,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9,9,5,8,17,22,1,1,1
"482","EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,0,1,0,0,0,0,0,3,3,3,3,3,3,2,3,3,2,2,3,1,2,3,2,3,3,1,28,20,8,19,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,-1,-1,0,0,1,-1,0,1,0,1,1,1,4,8,8,3,7,8,1,1,1
"483","ENT_SOC_ Território Aliança pela Vida  Zona Norte","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,1,26,21,5,24,50,51,1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,8,15,16,1,1,1
"484","ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,0,1,0,0,0,0,0,3,3,2,3,3,3,1,1,1,2,2,3,3,3,3,3,3,3,1,22,18,4,23,45,46,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,8,8,4,7,15,16,1,1,1
"485","ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,6,24,19,5,24,48,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,9,9,5,8,17,23,1,1,1
"486","ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)",1,0,1,0,0,0,0,0,3,3,1,1,3,2,1,1,1,2,2,3,2,2,3,3,3,3,1,18,14,4,21,39,40,1,0,1,0,0,0,0,0,1,1,-1,-1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,4,4,4,5,9,10,1,1,1
"487","UAP_URB_ Santo Antônio","AJU_MUT_ Grupo A.A Duas Vidas",1,0,1,0,0,0,0,0,1,1,3,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,1,14,9,5,23,37,38,1,0,1,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,5,7,6,7,1,1,1
"488","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A Duas Vidas",1,0,1,0,0,0,0,0,3,3,3,3,1,3,1,1,1,3,3,2,3,3,3,3,3,3,1,22,17,5,23,45,46,1,0,1,0,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,7,5,7,14,15,1,1,1
"489","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A Duas Vidas",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"490","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A Duas Vidas",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"491","CRAS_AS_ CRAS Sudeste Costa Carvalho","AJU_MUT_ Grupo A.A Duas Vidas",1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,3,3,3,1,20,14,6,21,41,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,2,6,5,6,7,1,1,1
"492","UAP_URB_ Furtado de Menezes","AJU_MUT_ Grupo A.A. Vinte e Cinco de Abril",1,1,1,0,1,0,0,0,3,1,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,22,17,5,24,46,48,1,1,1,0,1,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,8,15,17,1,1,1
"493","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Vinte e Cinco de Abril",1,0,1,0,0,0,0,0,3,3,3,3,2,3,1,1,1,3,3,2,3,3,3,3,3,3,1,23,18,5,23,46,47,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,8,5,7,15,16,1,1,1
"494","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Vinte e Cinco de Abril",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"495","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Vinte e Cinco de Abril",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"496","UAP_URB_ Parque Guarani","AJU_MUT_ Grupo A.A. Liberdade",1,0,1,0,0,0,0,0,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,1,25,19,6,24,49,50,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,9,6,8,16,17,1,1,1
"497","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Liberdade",1,0,1,0,0,0,0,0,3,3,3,3,2,3,1,1,1,3,3,2,3,3,3,3,3,3,1,23,18,5,23,46,47,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,8,5,7,15,16,1,1,1
"498","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Liberdade",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"499","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Liberdade",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"500","AJU_MUT_ Grupo A.A Juiz de Fora (Sala de abordagem)","AJU_MUT_ Grupo A.A. Ipiranga",1,0,1,0,0,0,0,0,3,3,3,3,2,3,1,1,1,3,3,2,3,3,3,3,3,3,1,23,18,5,23,46,47,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,8,5,7,15,16,1,1,1
"501","AJU_MUT_ Grupo A.A Primeiro Passo","AJU_MUT_ Grupo A.A. Ipiranga",1,1,0,1,0,1,1,1,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,24,19,5,24,48,52,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,5,8,17,21,1,1,1
"502","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","AJU_MUT_ Grupo A.A. Ipiranga",1,0,1,1,0,0,1,0,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,23,18,5,24,47,50,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,8,5,8,16,19,1,1,1
"503","EA_DQCT_ Centro de Recuperação SOS Vida","AJU_MUT_ Grupo N.A Rendição",1,0,1,0,0,1,0,0,1,3,1,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,2,23,14,9,22,45,47,1,0,1,0,0,1,0,0,-1,1,-1,0,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,2,-4,0,9,6,2,4,1,1,1
"504","AJU_MUT_ Grupo A.A. Reunidos","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora",1,1,0,1,0,1,0,0,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,24,19,5,24,48,50,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,5,8,17,19,1,1,1
"505","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,5,26,21,5,22,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,5,5,7,5,6,11,16,1,1,1
"506","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"507","AJU_MUT_ Grupo de Amor Exigente Linhares","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"508","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"509","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,5,26,21,5,22,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,5,5,7,5,6,11,16,1,1,1
"510","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"511","AJU_MUT_ Grupo de Amor Exigente Linhares","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"512","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"513","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)","AJU_MUT_ Grupo de Amor Exigente Linhares",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,5,26,21,5,22,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,5,5,7,5,6,11,16,1,1,1
"514","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)","AJU_MUT_ Grupo de Amor Exigente Linhares",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"515","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)","AJU_MUT_ Grupo de Amor Exigente Linhares",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"516","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha","AJU_MUT_ Grupo de Amor Exigente Linhares",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"517","AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha",1,1,1,1,1,1,1,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,5,26,21,5,22,48,53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,5,5,7,5,6,11,16,1,1,1
"518","AJU_MUT_ Grupo de Apoio Benfica de Amor Exigente (GABENAE)","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"519","AJU_MUT_ Grupo de Apoio São Mateus de Amor Exigente (GASMAE)","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"520","AJU_MUT_ Grupo de Amor Exigente Linhares","AJU_MUT_ Grupo de Amor Exigente Santa Terezinha",1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,4,26,21,5,22,48,52,1,1,1,1,1,1,0,0,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,4,5,7,5,6,11,15,1,1,1
"521","EA_DQCT_ Centro de Recuperação SOS Vida","EA_DQCT_ Associação Beneficente Cristã Restituir",1,0,0,1,0,1,1,0,3,3,1,2,1,3,1,3,3,1,1,1,1,1,3,1,3,3,3,21,14,7,14,35,38,1,0,0,1,0,1,1,0,1,1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,3,0,4,7,-2,-2,1,1,1,1
"522","ENT_SOC_ Fundação Maria Mãe","EA_DQCT_ Associação Beneficente Cristã Restituir",1,0,1,0,1,0,0,0,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,20,15,5,24,44,46,1,0,1,0,1,0,0,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,8,13,15,1,1,1
"523","ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza","EA_DQCT_ Associação Beneficente Cristã Restituir",1,0,0,0,0,0,0,0,3,3,1,3,3,3,1,1,3,3,3,3,2,3,3,3,3,3,0,24,17,7,23,47,47,1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,5,7,7,7,12,12,1,1,1
"524","UAP_URB_ Jóquei Clube II","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,0,1,0,0,0,0,0,2,2,2,1,1,2,3,3,3,2,2,2,2,2,3,2,3,3,1,21,13,8,19,40,41,1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,1,0,1,1,1,-5,-1,8,3,-2,-1,1,1,1
"525","UAP_URB_ Alto Grajaú","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,1,1,0,0,0,0,0,2,3,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,25,16,9,23,48,49,1,1,1,0,0,0,0,0,0,1,-1,0,0,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,-2,2,9,7,5,6,1,1,1
"526","AJU_MUT_ Escritório de Serviços Locais dos Álcoólicos Anônimos de Juiz de Fora","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,0,1,1,0,0,0,0,3,3,3,2,3,3,1,1,1,3,3,3,1,3,3,3,3,3,2,23,18,5,22,45,47,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,8,8,5,6,14,16,1,1,1
"527","EA_DQCT_ Associação Beneficente Cristã Restituir","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,0,1,0,0,0,0,0,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,2,3,3,1,24,17,7,23,47,48,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,0,1,1,1,5,7,7,7,12,13,1,1,1
"528","EA_DQCT_ Associação Projeto Amor e Restauração – APAR","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,0,0,0,0,0,0,0,3,3,1,1,1,3,1,3,2,3,3,3,1,3,3,2,3,3,0,21,13,8,21,42,42,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,1,-1,0,1,1,1,-1,1,1,0,1,1,0,0,3,8,5,5,5,1,1,1
"529","EA_DQCT_ Centro de Recuperação SOS Vida","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,0,0,1,0,0,1,0,3,3,1,2,1,3,1,3,3,3,3,1,1,1,3,1,3,3,2,23,14,9,16,39,41,1,0,0,1,0,0,1,0,1,1,-1,0,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,2,0,4,9,0,0,2,1,1,1
"530","EA_DQCT_ Comunidade Terapêutica Geração de Adoradores – CTGA","EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)",1,1,0,0,0,0,0,0,3,3,3,3,3,3,1,1,2,2,2,3,2,2,3,3,3,3,0,24,19,5,21,45,45,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,8,9,5,5,13,13,1,1,1
